"icono","Año","Región agrícola","Municipio","Barrio","Cultivo","Nombre cientifíco","Unidad de producción","Producción","Producción en libras","Producción en kilogramos","Cuerdas sembradas","Hectáreas sembradas","Pies cuadrados sembrados","Cuerdas cosechadas","Hectáreas cosechadas","Pies cuadrados cosechados","USDA plant database"
"","2015","Caguas","Patillas","Ríos","Ají dulce","Capsicum chinense","Quintal","26","2,600.00","1,179.34","1.25","0.49","52,883.04","0.50","0.20","21,153.22","USDA plant database"
"","2014","Naranjito","Orocovis","Barros","Ají dulce","Capsicum chinense","Quintal","4","400.00","181.44","0.25","0.10","10,576.61","0.25","0.10","10,576.61","USDA plant database"
"","2014","Naranjito","Orocovis","Cacaos","Ají dulce","Capsicum chinense","Quintal","5","500.00","226.80","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2016","Caguas","Patillas","Ríos","Ají dulce","Capsicum chinense","Quintal","96","9,600.00","4,354.49","2.25","0.89","95,189.46","2.25","0.89","95,189.46","USDA plant database"
"","2014","Caguas","Patillas","Egozcue","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Naranjito","Orocovis","Gato","Ají dulce","Capsicum chinense","Quintal","0","0.00","0.00","0.50","0.20","21,153.21","0.00","0.00","0.00","USDA plant database"
"","2014","Naranjito","Orocovis","Gato","Ají dulce","Capsicum chinense","Quintal","2","200.00","90.72","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Naranjito","Orocovis","Sabana","Ají dulce","Capsicum chinense","Quintal","0","0.00","0.00","0.14","0.06","5,922.90","0.00","0.00","0.00","USDA plant database"
"","2014","Naranjito","Orocovis","Sabana","Ají dulce","Capsicum chinense","Quintal","2","280.00","127.01","0.14","0.06","5,922.90","0.14","0.06","5,922.90","USDA plant database"
"","2016","Naranjito","Orocovis","Sabana","Ají dulce","Capsicum chinense","Quintal","0","0.00","0.00","0.25","0.10","10,576.61","0.00","0.00","0.00","USDA plant database"
"","2016","Caguas","Patillas","Apeadero","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2013","Caguas","Patillas","Egozcue","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Caguas","Patillas","Guardarraya","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","0.25","0.10","10,576.61","0.25","0.10","10,576.61","USDA plant database"
"","2014","Caguas","Patillas","Guardarraya","Ají dulce","Capsicum chinense","Quintal","18","1,800.00","816.47","0.15","0.06","6,345.96","0.15","0.06","6,345.96","USDA plant database"
"","2014","Caguas","Patillas","Mamey","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2015","Caguas","Patillas","Mamey","Ají dulce","Capsicum chinense","Quintal","80","8,000.00","3,628.74","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2013","Caguas","Patillas","Marín","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","0.25","0.10","10,576.61","0.25","0.10","10,576.61","USDA plant database"
"","2014","Caguas","Patillas","Muñoz Rivera","Ají dulce","Capsicum chinense","Quintal","50","5,000.00","2,267.96","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Caguas","Patillas","Ríos","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","0.25","0.10","10,576.61","0.25","0.10","10,576.61","USDA plant database"
"","2014","Caguas","Patillas","Ríos","Ají dulce","Capsicum chinense","Quintal","70","7,000.00","3,175.14","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2016","Ponce","Peñuelas","Coto","Ají dulce","Capsicum chinense","Quintal","8","800.00","362.87","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2015","Ponce","Peñuelas","Quebrada Ceiba","Ají dulce","Capsicum chinense","Quintal","3","380.00","172.36","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2016","Ponce","Peñuelas","Quebrada Ceiba","Ají dulce","Capsicum chinense","Quintal","8","800.00","362.87","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2014","Caguas","Río Grande","Guzmán Arriba","Ají dulce","Capsicum chinense","Quintal","499","49,900.00","22,634.24","11.50","4.52","486,523.90","11.50","4.52","486,523.90","USDA plant database"
"","2014","Arecibo","Quebradillas","Cocos","Ají dulce","Capsicum chinense","Quintal","16","1,600.00","725.75","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2015","Arecibo","Quebradillas","Guajataca","Ají dulce","Capsicum chinense","Quintal","100","10,000.00","4,535.92","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2016","Arecibo","Quebradillas","Guajataca","Ají dulce","Capsicum chinense","Quintal","100","10,000.00","4,535.92","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2013","Caguas","Río Grande","Guzmán Abajo","Ají dulce","Capsicum chinense","Quintal","46","4,600.00","2,086.52","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2014","Caguas","Río Grande","Guzmán Abajo","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2015","Caguas","Río Grande","Guzmán Abajo","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2016","Caguas","Río Grande","Guzmán Abajo","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2016","Caguas","Río Grande","Herreras","Ají dulce","Capsicum chinense","Quintal","600","60,000.00","27,215.52","3.00","1.18","126,919.28","2.00","0.79","84,612.85","USDA plant database"
"","2013","Caguas","Río Grande","Guzmán Arriba","Ají dulce","Capsicum chinense","Quintal","533","53,300.00","24,176.45","12.50","4.91","528,830.33","12.00","4.72","507,677.12","USDA plant database"
"","2015","Caguas","Río Grande","Guzmán Arriba","Ají dulce","Capsicum chinense","Quintal","250","25,000.00","11,339.80","6.00","2.35","253,838.57","5.50","2.16","232,685.35","USDA plant database"
"","2016","Caguas","Río Grande","Guzmán Arriba","Ají dulce","Capsicum chinense","Quintal","340","34,000.00","15,422.13","8.50","3.34","359,604.63","7.50","2.95","317,298.20","USDA plant database"
"","2015","Caguas","Río Grande","Herreras","Ají dulce","Capsicum chinense","Quintal","300","30,000.00","13,607.76","3.00","1.18","126,919.28","2.00","0.79","84,612.85","USDA plant database"
"","2016","Caguas","Río Grande","Zarzal","Ají dulce","Capsicum chinense","Quintal","25","2,500.00","1,133.98","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2014","San Germán","Sabana Grande","Susúa","Ají dulce","Capsicum chinense","Quintal","60","6,000.00","2,721.55","3.60","1.41","152,303.14","3.00","1.18","126,919.28","USDA plant database"
"","2015","San Germán","Sabana Grande","Susúa","Ají dulce","Capsicum chinense","Quintal","155","15,500.00","7,030.68","6.50","2.56","274,991.77","6.50","2.56","274,991.77","USDA plant database"
"","2013","San Germán","Sabana Grande","Susúa","Ají dulce","Capsicum chinense","Quintal","75","7,500.00","3,401.94","5.00","1.97","211,532.13","5.00","1.97","211,532.13","USDA plant database"
"","2016","San Germán","Sabana Grande","Susúa","Ají dulce","Capsicum chinense","Quintal","116","11,667.00","5,292.06","5.75","2.26","243,261.95","5.00","1.97","211,532.13","USDA plant database"
"","2013","San Germán","Sabana Grande","Tabonuco","Ají dulce","Capsicum chinense","Quintal","395","39,500.00","17,916.88","47.50","18.67","2,009,555.25","18.50","7.27","782,668.89","USDA plant database"
